Word,Unit,Qty,Srv,Ing
ore,O,O,O,O
.,O,O,O,O
oregon,O,O,O,O
agricultural,O,O,O,O
college,O,O,O,O
.,O,O,O,O
mayo,O,O,O,O
##nna,O,O,O,O
##ise,O,O,O,O
dressing,O,O,O,O
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
mustard,O,O,O,B-Ing
yo,B-Unit,O,O,B-Ing
##lk,I-Unit,O,O,I-Ing
##s,I-Unit,O,O,I-Ing
of,O,O,O,I-Ing
2,O,B-Qty,O,I-Ing
eggs,O,O,O,I-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
salt,O,O,O,B-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
lemon,O,O,O,B-Ing
juice,O,O,O,I-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
powder,O,O,O,B-Ing
##ed,O,O,O,I-Ing
sugar,O,O,O,I-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
vinegar,O,O,O,B-Ing
sp,B-Unit,O,O,O
##rin,I-Unit,O,O,O
##kle,I-Unit,O,O,O
of,O,O,O,O
ca,O,O,O,B-Ing
##yen,O,O,O,I-Ing
##ne,O,O,O,I-Ing
pepper,O,O,O,I-Ing
1,O,B-Qty,O,O
1,O,I-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cups,B-Unit,O,O,O
olive,O,O,O,B-Ing
oil,O,O,O,I-Ing
mix,O,O,O,O
dry,O,O,O,O
ingredients,O,O,O,O
add,O,O,O,O
egg,O,O,O,O
yo,O,O,O,O
##lk,O,O,O,O
##s,O,O,O,O
and,O,O,O,O
when,O,O,O,O
well,O,O,O,O
mixed,O,O,O,O
add,O,O,O,O
1,O,O,O,O
/,O,O,O,O
2,O,O,O,O
tea,O,O,O,O
-,O,O,O,O
spoon,O,O,O,O
vinegar,O,O,O,O
.,O,O,O,O
add,O,O,O,O
oil,O,O,O,O
gradually,O,O,O,O
(,O,O,O,O
drop,O,O,O,O
by,O,O,O,O
drop,O,O,O,O
),O,O,O,O
beating,O,O,O,O
constantly,O,O,O,O
.,O,O,O,O
as,O,O,O,O
mixture,O,O,O,O
thick,O,O,O,O
##ens,O,O,O,O
thin,O,O,O,O
with,O,O,O,O
vinegar,O,O,O,O
or,O,O,O,O
lemon,O,O,O,O
juice,O,O,O,O
.,O,O,O,O
add,O,O,O,O
oil,O,O,O,O
and,O,O,O,O
vinegar,O,O,O,O
alternately,O,O,O,O
until,O,O,O,O
all,O,O,O,O
is,O,O,O,O
used,O,O,O,O
beating,O,O,O,O
constantly,O,O,O,O
.,O,O,O,O
note,O,O,O,O
:,O,O,O,O
dressing,O,O,O,O
will,O,O,O,O
separate,O,O,O,O
if,O,O,O,O
oil,O,O,O,O
is,O,O,O,O
added,O,O,O,O
too,O,O,O,O
rapidly,O,O,O,O
.,O,O,O,O
a,O,O,O,O
smooth,O,O,O,O
consistency,O,O,O,O
may,O,O,O,O
be,O,O,O,O
restored,O,O,O,O
by,O,O,O,O
taking,O,O,O,O
another,O,O,O,O
egg,O,O,O,O
yo,O,O,O,O
##lk,O,O,O,O
and,O,O,O,O
slowly,O,O,O,O
adding,O,O,O,O
cu,O,O,O,O
##rd,O,O,O,O
##led,O,O,O,O
mixture,O,O,O,O
to,O,O,O,O
it,O,O,O,O
or,O,O,O,O
by,O,O,O,O
adding,O,O,O,O
the,O,O,O,O
cu,O,O,O,O
##rd,O,O,O,O
##led,O,O,O,O
mixture,O,O,O,O
very,O,O,O,O
slowly,O,O,O,O
to,O,O,O,O
ice,O,O,O,O
water,O,O,O,O
(,O,O,O,O
one,O,O,O,O
tea,O,O,O,O
##sp,O,O,O,O
##oon,O,O,O,O
to,O,O,O,O
one,O,O,O,O
tables,O,O,O,O
##poo,O,O,O,O
##n,O,O,O,O
-,O,O,O,O
depending,O,O,O,O
on,O,O,O,O
degree,O,O,O,O
of,O,O,O,O
separation,O,O,O,O
of,O,O,O,O
dressing,O,O,O,O
),O,O,O,O
.,O,O,O,O
any,O,O,O,O
salad,O,O,O,O
oil,O,O,O,O
may,O,O,O,O
be,O,O,O,O
substituted,O,O,O,O
for,O,O,O,O
olive,O,O,O,O
oil,O,O,O,O
.,O,O,O,O
luc,O,O,O,O
##ile,O,O,O,O
robertson,O,O,O,O
evans,O,O,O,O
##ton,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
wisconsin,O,O,O,O
.,O,O,O,O
thousand,O,O,O,O
island,O,O,O,O
salad,O,O,O,O
dressing,O,O,O,O
2,O,B-Qty,O,O
egg,O,O,O,B-Ing
yo,B-Unit,O,O,I-Ing
##lk,I-Unit,O,O,I-Ing
##s,I-Unit,O,O,I-Ing
2,O,B-Qty,O,O
blades,B-Unit,O,O,O
chi,O,O,O,B-Ing
##ves,O,O,O,I-Ing
1,O,B-Qty,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
olive,O,O,O,B-Ing
oil,O,O,O,I-Ing
small,B-Unit,O,O,O
bottle,I-Unit,O,O,O
olive,O,O,O,B-Ing
##s,O,O,O,I-Ing
2,O,B-Qty,O,O
canned,O,O,O,B-Ing
red,O,O,O,I-Ing
pi,O,O,O,I-Ing
##mento,O,O,O,I-Ing
##s,O,O,O,I-Ing
salt,O,O,O,B-Ing
2,O,B-Qty,O,O
hard,O,O,O,B-Ing
boiled,O,O,O,I-Ing
eggs,B-Unit,O,O,I-Ing
pa,O,O,O,B-Ing
##pr,O,O,O,I-Ing
##ika,O,O,O,I-Ing
put,O,O,O,O
egg,O,O,O,O
yo,O,O,O,O
##lk,O,O,O,O
##s,O,O,O,O
in,O,O,O,O
bowl,O,O,O,O
and,O,O,O,O
beat,O,O,O,O
with,O,O,O,O
either,O,O,O,O
fork,O,O,O,O
or,O,O,O,O
egg,O,O,O,O
beat,O,O,O,O
##er,O,O,O,O
.,O,O,O,O
then,O,O,O,O
add,O,O,O,O
oil,O,O,O,O
a,O,O,O,O
few,O,O,O,O
drops,O,O,O,O
at,O,O,O,O
a,O,O,O,O
time,O,O,O,O
beating,O,O,O,O
constantly,O,O,O,O
.,O,O,O,O
when,O,O,O,O
all,O,O,O,O
the,O,O,O,O
oil,O,O,O,O
is,O,O,O,O
used,O,O,O,O
this,O,O,O,O
mixture,O,O,O,O
should,O,O,O,O
be,O,O,O,O
very,O,O,O,O
thick,O,O,O,O
.,O,O,O,O
then,O,O,O,O
add,O,O,O,O
vinegar,O,O,O,O
to,O,O,O,O
the,O,O,O,O
consistency,O,O,O,O
of,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
add,O,O,O,O
salt,O,O,O,O
and,O,O,O,O
pa,O,O,O,O
##pr,O,O,O,O
##ika,O,O,O,O
to,O,O,O,O
taste,O,O,O,O
.,O,O,O,O
then,O,O,O,O
add,O,O,O,O
other,O,O,O,O
ingredients,O,O,O,O
-,O,O,O,O
olive,O,O,O,O
##s,O,O,O,O
pi,O,O,O,O
##mento,O,O,O,O
##s,O,O,O,O
eggs,O,O,O,O
and,O,O,O,O
chi,O,O,O,O
##ves,O,O,O,O
all,O,O,O,O
chopped,O,O,O,O
very,O,O,O,O
fine,O,O,O,O
.,O,O,O,O
bern,O,O,O,O
##ice,O,O,O,O
grant,O,O,O,O
##ham,O,O,O,O
chicago,O,O,O,O
iii,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
c,O,O,O,O
o,O,O,O,O
l,O,O,O,O
l,O,O,O,O
e,O,O,O,O
g,O,O,O,O
e,O,O,O,O
wo,O,O,O,O
##ans,O,O,O,O
c,O,O,O,O
0,O,O,O,O
0,O,O,O,O
0,O,O,O,O
b,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
45,O,O,O,O
luc,O,O,O,O
##ile,O,O,O,O
robertson,O,O,O,O
evans,O,O,O,O
##ton,O,O,O,O
iii,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
wisconsin,O,O,O,O
.,O,O,O,O
egyptian,O,O,O,O
salad,O,O,O,O
dressing,O,O,O,O
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
salad,O,O,O,B-Ing
dressing,O,O,O,I-Ing
1,O,B-Qty,O,O
hard,O,O,O,B-Ing
cooked,O,O,O,I-Ing
egg,B-Unit,O,O,I-Ing
dice,O,O,O,O
##d,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
olive,O,O,O,B-Ing
oil,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
heinz,O,O,O,B-Ing
chili,O,O,O,I-Ing
sauce,O,O,O,I-Ing
dash,B-Unit,O,O,O
of,O,O,O,O
pa,O,O,O,B-Ing
##pr,O,O,O,I-Ing
##ika,O,O,O,I-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
chopped,O,O,O,O
green,O,O,O,B-Ing
peppers,O,O,O,I-Ing
add,O,O,O,O
olive,O,O,O,O
oil,O,O,O,O
gradually,O,O,O,O
to,O,O,O,O
cooked,O,O,O,O
dressing,O,O,O,O
;,O,O,O,O
then,O,O,O,O
add,O,O,O,O
chili,O,O,O,O
sauce,O,O,O,O
peppers,O,O,O,O
egg,O,O,O,O
and,O,O,O,O
pa,O,O,O,O
##pr,O,O,O,O
##ika,O,O,O,O
.,O,O,O,O
a,O,O,O,O
good,O,O,O,O
dressing,O,O,O,O
for,O,O,O,O
head,O,O,O,O
let,O,O,O,O
##tu,O,O,O,O
##ce,O,O,O,O
and,O,O,O,O
serves,O,O,O,O
from,O,O,O,O
four,O,O,O,O
to,O,O,O,O
six,O,O,O,O
persons,O,O,O,O
.,O,O,O,O
carr,O,O,O,O
##o,O,O,O,O
buchanan,O,O,O,O
mu,O,O,O,O
##sberg,O,O,O,O
##er,O,O,O,O
minneapolis,O,O,O,O
min,O,O,O,O
##n,B-Unit,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
wisconsin,O,O,O,O
.,O,O,O,O
french,O,O,O,O
dressing,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
salt,O,O,O,B-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
vinegar,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
pa,O,O,O,B-Ing
##pr,O,O,O,I-Ing
##ika,O,O,O,I-Ing
3,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
olive,O,O,O,B-Ing
oil,O,O,O,I-Ing
mix,O,O,O,O
ingredients,O,O,O,O
and,O,O,O,O
stir,O,O,O,O
until,O,O,O,O
well,O,O,O,O
blended,O,O,O,O
.,O,O,O,O
mildred,O,O,O,O
hadley,O,O,O,O
baker,O,O,O,O
evans,O,O,O,O
##ton,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
salad,O,O,O,O
dressing,O,O,O,O
(,O,O,O,O
boiled,O,O,O,O
),O,O,O,O
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
mustard,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
white,O,O,O,B-Ing
pepper,O,O,O,I-Ing
4,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
flour,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
vinegar,O,O,O,B-Ing
6,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
sugar,O,O,O,B-Ing
2,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
salt,O,O,O,B-Ing
1,O,B-Qty,O,O
3,O,I-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cups,B-Unit,O,O,O
hot,O,O,O,O
milk,O,O,O,B-Ing
mix,O,O,O,O
dry,O,O,O,O
ingredients,O,O,O,O
in,O,O,O,O
order,O,O,O,O
given,O,O,O,O
add,O,O,O,O
vinegar,O,O,O,O
beaten,O,O,O,O
eggs,O,O,O,O
and,O,O,O,O
milk,O,O,O,O
.,O,O,O,O
cook,O,O,O,O
in,O,O,O,O
double,O,O,O,O
boiler,O,O,O,O
until,O,O,O,O
thick,O,O,O,O
.,O,O,O,O
when,O,O,O,O
ready,O,O,O,O
to,O,O,O,O
use,O,O,O,O
thin,O,O,O,O
with,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
marguerite,O,O,O,O
rick,O,O,O,O
##ert,O,O,O,O
jones,O,O,O,O
st,O,O,O,O
.,O,O,O,O
louis,O,O,O,O
mo,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
wisconsin,O,O,O,O
.,O,O,O,O
salad,O,O,O,O
dressing,O,O,O,O
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
sour,O,O,O,B-Ing
milk,O,O,O,I-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
mustard,O,O,O,B-Ing
4,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
salt,O,O,O,B-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
cream,O,O,O,B-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
pepper,O,O,O,B-Ing
beat,O,O,O,O
eggs,O,O,O,O
and,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
cook,O,O,O,O
in,O,O,O,O
double,O,O,O,O
boiler,O,O,O,O
until,O,O,O,O
thick,O,O,O,O
.,O,O,O,O
remove,O,O,O,O
from,O,O,O,O
fire,O,O,O,O
cool,O,O,O,O
genevieve,O,O,O,O
bet,O,O,O,O
##ts,B-Unit,O,O,O
seattle,O,O,O,O
wash,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
washington,O,O,O,O
.,O,O,O,O
one,O,O,O,O
minute,O,O,O,O
salad,O,O,O,O
dressing,O,O,O,O
(,O,O,O,O
un,O,O,O,O
##co,O,O,O,O
##oked,O,O,O,O
),O,O,O,O
2,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
dry,O,O,O,B-Ing
mustard,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
melted,O,O,O,O
butter,O,O,O,B-Ing
1,O,B-Qty,O,O
can,O,O,O,B-Ing
condensed,O,O,O,B-Ing
milk,O,O,O,I-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
vinegar,O,O,O,B-Ing
directions,O,O,O,O
:,O,O,O,O
beat,O,O,O,O
eggs,O,O,O,O
well,O,O,O,O
add,O,O,O,O
butter,O,O,O,O
salt,O,O,O,O
mustard,O,O,O,O
milk,O,O,O,O
and,O,O,O,O
then,O,O,O,O
vinegar,O,O,O,O
.,O,O,O,O
beat,O,O,O,O
well,O,O,O,O
.,O,O,O,O
lab,O,O,O,O
##ery,O,O,O,O
##l,O,O,O,O
smart,O,O,O,O
detroit,O,O,O,O
mic,O,O,O,O
##h,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
michigan,O,O,O,O
.,O,O,O,O
c,O,O,O,O
o,O,O,O,O
l,O,O,O,O
l,O,O,O,O
e,O,O,O,O
g,O,O,O,O
e,O,O,O,O
w,O,O,O,O
o,O,O,O,O
m,O,O,O,O
a,O,O,O,O
n,O,O,O,O
s,O,O,O,O
c,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
b,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
46,O,O,O,O
ro,O,O,O,O
##que,O,O,O,O
##fort,O,O,O,O
cheese,O,O,O,O
dressing,O,O,O,O
(,O,O,O,O
for,O,O,O,O
salad,O,O,O,O
##s,O,O,O,O
),O,O,O,O
6,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
olive,O,O,O,B-Ing
oil,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
salt,O,O,O,B-Ing
3,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
vinegar,O,O,O,B-Ing
or,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
pa,O,O,O,B-Ing
##pr,O,O,O,I-Ing
##ika,O,O,O,I-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
finely,O,O,O,O
chopped,O,O,O,O
ro,O,O,O,B-Ing
##que,O,O,O,I-Ing
##fort,O,O,O,I-Ing
cheese,O,O,O,I-Ing
stir,O,O,O,O
well,O,O,O,O
.,O,O,O,O
or,O,O,O,O
pour,O,O,O,O
ingredients,O,O,O,O
into,O,O,O,O
a,O,O,O,O
bottle,O,O,O,O
cork,O,O,O,O
and,O,O,O,O
shake,O,O,O,O
well,O,O,O,O
.,O,O,O,O
the,O,O,O,O
proportions,O,O,O,O
of,O,O,O,O
oil,O,O,O,O
and,O,O,O,O
vinegar,O,O,O,O
may,O,O,O,O
be,O,O,O,O
reversed,O,O,O,O
if,O,O,O,O
desired,O,O,O,O
.,O,O,O,O
marguerite,O,O,O,O
rick,O,O,O,O
##ert,O,O,O,O
jones,O,O,O,O
st,O,O,O,O
.,O,O,O,O
louis,O,O,O,O
mo,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
wisconsin,O,O,O,O
.,O,O,O,O
sweet,O,O,O,O
cream,O,O,O,O
dressing,O,O,O,O
1,O,B-Qty,O,O
egg,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
butter,O,O,O,B-Ing
6,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
sugar,O,O,O,B-Ing
3,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
of,O,O,O,O
sweet,O,O,O,B-Ing
milk,O,O,O,I-Ing
juice,O,O,O,B-Ing
of,O,O,O,I-Ing
one,O,B-Qty,O,I-Ing
-,O,I-Qty,O,I-Ing
half,O,I-Qty,O,I-Ing
lemon,B-Unit,O,O,I-Ing
add,O,O,O,O
sugar,O,O,O,O
to,O,O,O,O
egg,O,O,O,O
and,O,O,O,O
whip,O,O,O,O
until,O,O,O,O
thoroughly,O,O,O,O
mixed,O,O,O,O
.,O,O,O,O
add,O,O,O,O
lemon,O,O,O,O
juice,O,O,O,O
butter,O,O,O,O
and,O,O,O,O
sweet,O,O,O,O
milk,O,O,O,O
.,O,O,O,O
cook,O,O,O,O
in,O,O,O,O
double,O,O,O,O
boiler,O,O,O,O
stir,O,O,O,O
constantly,O,O,O,O
until,O,O,O,O
thick,O,O,O,O
.,O,O,O,O
cool,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
with,O,O,O,O
any,O,O,O,O
salad,O,O,O,O
.,O,O,O,O
ruth,O,O,O,O
cook,O,O,O,O
pop,O,O,O,O
##lar,O,O,O,O
bluff,O,O,O,O
mo,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
missouri,O,O,O,O
.,O,O,O,O
pine,O,O,O,O
##apple,O,O,O,O
salad,O,O,O,O
dressing,O,O,O,O
(,O,O,O,O
for,O,O,O,O
fruit,O,O,O,O
salad,O,O,O,O
),O,O,O,O
1,O,B-Qty,O,O
1,O,I-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
butter,O,O,O,B-Ing
2,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
pine,O,O,O,B-Ing
##apple,O,O,O,I-Ing
juice,O,O,O,I-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
flour,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
whipping,O,O,O,B-Ing
cream,O,O,O,I-Ing
cream,O,O,O,O
butter,O,O,O,O
and,O,O,O,O
sugar,O,O,O,O
add,O,O,O,O
flour,O,O,O,O
and,O,O,O,O
the,O,O,O,O
beaten,O,O,O,O
eggs,O,O,O,O
.,O,O,O,O
heat,O,O,O,O
juice,O,O,O,O
of,O,O,O,O
one,O,O,O,O
large,O,O,O,O
can,O,O,O,O
sliced,O,O,O,O
pine,O,O,O,O
##apple,O,O,O,O
and,O,O,O,O
add,O,O,O,O
to,O,O,O,O
above,O,O,O,O
mixture,O,O,O,O
.,O,O,O,O
cook,O,O,O,O
until,O,O,O,O
thick,O,O,O,O
(,O,O,O,O
about,O,O,O,O
three,O,O,O,O
minutes,O,O,O,O
over,O,O,O,O
flame,O,O,O,O
-,O,O,O,O
longer,O,O,O,O
in,O,O,O,O
double,O,O,O,O
boiler,O,O,O,O
),O,O,O,O
.,O,O,O,O
cool,O,O,O,O
and,O,O,O,O
add,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
this,O,O,O,O
makes,O,O,O,O
dressing,O,O,O,O
enough,O,O,O,O
for,O,O,O,O
salad,O,O,O,O
for,O,O,O,O
twelve,O,O,O,O
people,O,O,O,O
.,O,O,O,O
virginia,O,O,O,O
green,O,O,O,O
berkeley,O,O,O,O
cal,O,O,O,O
##if,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
california,O,O,O,O
.,O,O,O,O
fruit,O,O,O,O
salad,O,O,O,O
dressing,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cup,B-Unit,O,O,O
pine,O,O,O,B-Ing
##apple,O,O,O,I-Ing
juice,O,O,O,I-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
flour,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cup,B-Unit,O,O,O
orange,O,O,O,B-Ing
juice,O,O,O,I-Ing
3,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
water,O,O,O,B-Ing
juice,O,O,O,B-Ing
of,O,O,O,I-Ing
1,O,B-Qty,O,I-Ing
/,O,I-Qty,O,I-Ing
2,O,I-Qty,O,I-Ing
lemon,B-Unit,O,O,I-Ing
1,O,B-Qty,O,O
egg,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
whipped,O,O,O,B-Ing
cream,O,O,O,I-Ing
sc,O,O,O,O
##ald,O,O,O,O
fruit,O,O,O,O
juice,O,O,O,O
##s,O,O,O,O
mix,O,O,O,O
sugar,O,O,O,O
flour,O,O,O,O
and,O,O,O,O
water,O,O,O,O
to,O,O,O,O
paste,O,O,O,O
.,O,O,O,O
add,O,O,O,O
beaten,O,O,O,O
egg,O,O,O,O
stir,O,O,O,O
in,O,O,O,O
juice,O,O,O,O
.,O,O,O,O
cook,O,O,O,O
in,O,O,O,O
double,O,O,O,O
boiler,O,O,O,O
until,O,O,O,O
thick,O,O,O,O
.,O,O,O,O
when,O,O,O,O
ready,O,O,O,O
to,O,O,O,O
use,O,O,O,O
add,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
serves,O,O,O,O
ten,O,O,O,O
or,O,O,O,O
twelve,O,O,O,O
.,O,O,O,O
helen,O,O,O,O
bay,O,O,O,O
##ne,O,O,O,O
bloomington,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
illinois,O,O,O,O
wesleyan,O,O,O,O
university,O,O,O,O
.,O,O,O,O
college,O,O,O,O
w,O,O,O,O
o,O,O,O,O
m,O,O,O,O
a,O,O,O,O
n,O,O,O,O
s,O,O,O,O
47,O,O,O,O
pine,O,O,O,O
##apple,O,O,O,O
dessert,O,O,O,O
1,O,B-Qty,O,O
medium,B-Unit,O,O,O
sized,I-Unit,O,O,O
can,I-Unit,O,O,O
gr,O,O,O,B-Ing
##ated,O,O,O,I-Ing
pine,O,O,O,I-Ing
##apple,O,O,O,I-Ing
3,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cup,B-Unit,O,O,O
water,O,O,O,B-Ing
1,O,B-Qty,O,O
1,O,I-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cups,B-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
nut,O,O,O,B-Ing
meat,O,O,O,I-Ing
##s,O,O,O,I-Ing
whipped,O,O,O,B-Ing
cream,O,O,O,I-Ing
4,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
corn,O,O,O,B-Ing
##star,O,O,O,I-Ing
##ch,O,O,O,I-Ing
heat,O,O,O,O
the,O,O,O,O
pine,O,O,O,O
##apple,O,O,O,O
to,O,O,O,O
which,O,O,O,O
has,O,O,O,O
been,O,O,O,O
added,O,O,O,O
